Area_Name,Year,Group_Code,Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Punjab,2008,8, Criminal Breach of Trust,218,236,75269656,97579635
Punjab,2009,1,Cattle,37,64,1059780,2835279
Punjab,2009,2, Electronic Components,298,994,48834137,120359565
Punjab,2009,3, Cultural Property including Antiques,96,234,32877323,60550955
Punjab,2009,4,Motor Vehicles,148,264,2942449,9603314
Punjab,2009,5, Fire Arms/Explosive Substances,2014,5364,214024968,471191606
Punjab,2009,6, Other Property,5278,7603,662583141,774363404
Punjab,2009,7, Robbery,2827,5721,197221958,432476978
Punjab,2009,8, Criminal Breach of Trust,200,222,62133278,86931962
Punjab,2010,1,Cattle,49,107,2341700,6045200
Punjab,2010,2, Electronic Components,310,1045,58078374,152386591
Punjab,2010,3, Cultural Property including Antiques,122,194,47332783,86025722
Punjab,2010,4,Motor Vehicles,208,390,4246041,18098568
Punjab,2010,5, Fire Arms/Explosive Substances,1950,5124,264201232,562862088
Punjab,2010,6, Other Property,5927,7921,780763856,916492093
Punjab,2010,7, Robbery,3043,5713,291115639,606428308
Punjab,2010,8, Criminal Breach of Trust,214,227,22781243,87496183
Rajasthan,2001,1,Cattle,378,682,5191636,7635876
Rajasthan,2001,2, Electronic Components,297,1434,91670235,133805292
Rajasthan,2001,3, Cultural Property including Antiques,115,196,50510200,67534060
Rajasthan,2001,4,Motor Vehicles,163,648,32063527,33436407
Rajasthan,2001,5, Fire Arms/Explosive Substances,1806,8078,343482022,521168728
Rajasthan,2001,6, Other Property,7580,21434,169090158,297549864
Rajasthan,2001,7, Robbery,4386,15492,295853681,433991626
Rajasthan,2002,1,Cattle,382,650,4504270,6604061
Rajasthan,2002,2, Electronic Components,324,1443,108415837,166612888
Rajasthan,2002,3, Cultural Property including Antiques,99,143,34446286,40505286
Rajasthan,2002,4,Motor Vehicles,155,599,4092208,6042461
Rajasthan,2002,5, Fire Arms/Explosive Substances,1982,8866,384864022,548214932
Rajasthan,2002,6, Other Property,5551,17272,142401891,282909403
Rajasthan,2002,7, Robbery,4186,14974,283640610,438087043
Rajasthan,2003,1,Cattle,297,649,4496450,9220750
Rajasthan,2003,2, Electronic Components,350,1636,14714298,164447636
Rajasthan,2003,3, Cultural Property including Antiques,55,120,27370000,31637000
Rajasthan,2003,4,Motor Vehicles,225,577,5006050,7305423
Rajasthan,2003,5, Fire Arms/Explosive Substances,2122,10534,157503602,556022022
Rajasthan,2003,6, Other Property,6265,18488,238881012,337460463
Rajasthan,2003,7, Robbery,4041,15488,255810862,455938338
Rajasthan,2004,1,Cattle,348,589,5191432,7459930
Rajasthan,2004,2, Electronic Components,421,1839,92042792,183827760
Rajasthan,2004,3, Cultural Property including Antiques,54,102,21922040,31503400
Rajasthan,2004,4,Motor Vehicles,166,507,2994234,5759890
Rajasthan,2004,5, Fire Arms/Explosive Substances,3166,12790,321215426,595900780
Rajasthan,2004,6, Other Property,4989,17196,169913914,306984340
Rajasthan,2004,7, Robbery,4726,17761,293142681,505851810
Rajasthan,2005,1,Cattle,285,494,5210200,10180200
Rajasthan,2005,2, Electronic Components,379,1413,130305611,193217212
Rajasthan,2005,3, Cultural Property including Antiques,81,195,36400604,71826200
Rajasthan,2005,4,Motor Vehicles,197,557,2713513,4751423
Rajasthan,2005,5, Fire Arms/Explosive Substances,2710,12858,417838890,757639294
Rajasthan,2005,6, Other Property,5255,12284,198672583,343632248
Rajasthan,2005,7, Robbery,4927,13948,353723041,601867394
Rajasthan,2005,8, Criminal Breach of Trust,34,61,1663818,2598014
Rajasthan,2006,1,Cattle,298,437,5587850,7182200
Rajasthan,2006,2, Electronic Components,429,1763,166728663,303044450
Rajasthan,2006,3, Cultural Property including Antiques,80,226,40191320,134905202
Rajasthan,2006,4,Motor Vehicles,172,435,6351925,7778766
Rajasthan,2006,5, Fire Arms/Explosive Substances,2720,13954,494101170,1106764410
Rajasthan,2006,6, Other Property,5419,14488,204288919,239411755
Rajasthan,2006,7, Robbery,5117,17076,386537047,650650438
Rajasthan,2006,8, Criminal Breach of Trust,136,226,1406500,1723542
Rajasthan,2007,1,Cattle,261,415,5579160,7647730
Rajasthan,2007,2, Electronic Components,569,1921,149921565,242850925
Rajasthan,2007,3, Cultural Property including Antiques,108,229,74528500,185635000
Rajasthan,2007,4,Motor Vehicles,217,623,4688400,9953438
Rajasthan,2007,5, Fire Arms/Explosive Substances,3186,15866,538846696,1163488142
Rajasthan,2007,6, Other Property,5891,16203,294421761,379561134
Rajasthan,2007,7, Robbery,5419,18802,472920963,793675553
Rajasthan,2007,8, Criminal Breach of Trust,181,320,7392870,7846390
Rajasthan,2008,1,Cattle,256,424,8042500,10633600
Rajasthan,2008,2, Electronic Components,433,1766,180718384,310365869
Rajasthan,2008,3, Cultural Property including Antiques,170,436,90482845,122942050
Rajasthan,2008,4,Motor Vehicles,251,739,6143490,10712597
Rajasthan,2008,5, Fire Arms/Explosive Substances,3236,18992,643897264,1142637544
Rajasthan,2008,6, Other Property,5168,13793,272150857,528965678
Rajasthan,2008,7, Robbery,5571,19850,497742785,805152283
Rajasthan,2008,8, Criminal Breach of Trust,162,255,2795982,3245982
Rajasthan,2009,1,Cattle,238,471,7191700,11567910
Rajasthan,2009,2, Electronic Components,414,1987,285190823,469300064
Rajasthan,2009,3, Cultural Property including Antiques,114,342,75825211,100480911
Rajasthan,2009,4,Motor Vehicles,141,582,6521795,10328128
Rajasthan,2009,5, Fire Arms/Explosive Substances,3884,23566,863847980,1536470512
Rajasthan,2009,6, Other Property,2198,5172,382898702,696281206
Rajasthan,2009,7, Robbery,2564,12698,678562801,1193940387
Rajasthan,2009,8, Criminal Breach of Trust,208,295,2634820,3126218
Rajasthan,2010,1,Cattle,212,416,8199600,12924900
Rajasthan,2010,2, Electronic Components,321,1690,265916505,401622008
Rajasthan,2010,3, Cultural Property including Antiques,208,419,104130394,133813270
Rajasthan,2010,4,Motor Vehicles,129,530,9471600,15990827
Rajasthan,2010,5, Fire Arms/Explosive Substances,4358,26218,891974108,1466953808
Rajasthan,2010,6, Other Property,7428,15466,423226972,663226916
Rajasthan,2010,7, Robbery,5385,21889,711554803,1133942807
Rajasthan,2010,8, Criminal Breach of Trust,191,241,1580000,1790000
Sikkim,2001,1,Cattle,0,0,0,0
Sikkim,2001,2, Electronic Components,4,8,876900,2425406
Sikkim,2001,3, Cultural Property including Antiques,0,0,0,0
Sikkim,2001,4,Motor Vehicles,4,7,8300,8300
Sikkim,2001,5, Fire Arms/Explosive Substances,8,12,1450000,2850000
Sikkim,2001,6, Other Property,30,113,73645,767557
Sikkim,2001,7, Robbery,24,56,941245,2423557
Sikkim,2002,1,Cattle,1,1,2000,2000
Sikkim,2002,2, Electronic Components,4,7,262500,622500
Sikkim,2002,3, Cultural Property including Antiques,0,0,0,0
Sikkim,2002,4,Motor Vehicles,2,7,8500,20275
Sikkim,2002,5, Fire Arms/Explosive Substances,6,10,520000,1180000
Sikkim,2002,6, Other Property,23,107,135485,201255
Sikkim,2002,7, Robbery,18,68,311905,555000
Sikkim,2003,1,Cattle,1,1,6000,22000
Sikkim,2003,2, Electronic Components,4,6,490625,504000
Sikkim,2003,3, Cultural Property including Antiques,0,0,0,0
Sikkim,2003,4,Motor Vehicles,6,33,67500,444780
Sikkim,2003,5, Fire Arms/Explosive Substances,6,6,980000,980000
Sikkim,2003,6, Other Property,19,91,706629,9719598
Sikkim,2003,7, Robbery,23,70,952315,3618630
Sikkim,2004,1,Cattle,1,1,10000,10000
Sikkim,2004,2, Electronic Components,6,15,643800,750000
Sikkim,2004,3, Cultural Property including Antiques,2,3,576000,1070000
Sikkim,2004,4,Motor Vehicles,7,18,121900,387961
Sikkim,2004,5, Fire Arms/Explosive Substances,10,12,2352000,3340000
Sikkim,2004,6, Other Property,26,153,735135,18838744
Sikkim,2004,7, Robbery,30,78,1689162,3893220
Sikkim,2005,1,Cattle,0,3,0,134000
Sikkim,2005,2, Electronic Components,7,21,968700,1554900
Sikkim,2005,3, Cultural Property including Antiques,0,0,0,0
Sikkim,2005,4,Motor Vehicles,5,27,81000,578500
Sikkim,2005,5, Fire Arms/Explosive Substances,8,10,2000000,2480000
Sikkim,2005,6, Other Property,27,114,167860,3018478
Sikkim,2005,7, Robbery,27,83,1116870,3015940
Sikkim,2005,8, Criminal Breach of Trust,0,4,0,801896
Sikkim,2006,1,Cattle,2,2,9000,14000
Sikkim,2006,2, Electronic Components,11,27,1037600,1349110
Sikkim,2006,3, Cultural Property including Antiques,2,2,900000,900000
Sikkim,2006,4,Motor Vehicles,4,15,23000,406500
Sikkim,2006,5, Fire Arms/Explosive Substances,16,16,3880000,3880000
Sikkim,2006,6, Other Property,41,169,792600,6604804
Sikkim,2006,7, Robbery,48,122,2701700,4527244
Sikkim,2006,8, Criminal Breach of Trust,0,10,0,2083734
Sikkim,2007,1,Cattle,1,1,10000,10000
Sikkim,2007,2, Electronic Components,21,45,2220350,3098050
Sikkim,2007,3, Cultural Property including Antiques,2,2,25000,25000
Sikkim,2007,4,Motor Vehicles,9,34,133000,962000
Sikkim,2007,5, Fire Arms/Explosive Substances,20,22,4380000,4780000
Sikkim,2007,6, Other Property,37,129,847330,6503459
Sikkim,2007,7, Robbery,56,124,2781590,5799790
Sikkim,2007,8, Criminal Breach of Trust,0,7,0,2076769
Sikkim,2008,1,Cattle,0,0,0,0
Sikkim,2008,2, Electronic Components,16,42,1426200,2313350
Sikkim,2008,3, Cultural Property including Antiques,2,2,800000,800000
Sikkim,2008,4,Motor Vehicles,17,37,305000,658500
Sikkim,2008,5, Fire Arms/Explosive Substances,18,18,4300000,4300000
Sikkim,2008,6, Other Property,40,140,1694111,160539252
Sikkim,2008,7, Robbery,59,135,3997660,6414840
Sikkim,2008,8, Criminal Breach of Trust,0,6,0,155267306
Sikkim,2009,1,Cattle,0,0,0,0
Sikkim,2009,2, Electronic Components,9,19,966500,2179000
Sikkim,2009,3, Cultural Property including Antiques,1,2,300000,680000
Sikkim,2009,4,Motor Vehicles,14,35,403340,1178580
Sikkim,2009,5, Fire Arms/Explosive Substances,10,20,2480000,5544000
Sikkim,2009,6, Other Property,30,106,322570,7363225
Sikkim,2009,7, Robbery,31,66,1517500,2971000
Sikkim,2009,8, Criminal Breach of Trust,0,4,0,3783404
Sikkim,2010,1,Cattle,0,1,0,25000
Sikkim,2010,2, Electronic Components,4,6,830000,1015000
Sikkim,2010,3, Cultural Property including Antiques,0,0,0,0
Sikkim,2010,4,Motor Vehicles,4,25,66000,1723200
Sikkim,2010,5, Fire Arms/Explosive Substances,12,16,2020000,2220000
Sikkim,2010,6, Other Property,26,96,338190,6371946
Sikkim,2010,7, Robbery,22,61,1187000,3012972
Sikkim,2010,8, Criminal Breach of Trust,0,1,0,798634
Tamil Nadu,2001,1,Cattle,421,445,2858450,3214400
Tamil Nadu,2001,2, Electronic Components,824,1187,27235723,35539794
Tamil Nadu,2001,3, Cultural Property including Antiques,109,205,23534874,26753374
Tamil Nadu,2001,4,Motor Vehicles,3243,3546,14804261,21961327
Tamil Nadu,2001,5, Fire Arms/Explosive Substances,5516,8520,185907922,237974062
Tamil Nadu,2001,6, Other Property,10535,16204,287081141,804942776
Tamil Nadu,2001,7, Robbery,13608,17535,206380868,291774844
Tamil Nadu,2002,1,Cattle,551,570,3896707,4182707
Tamil Nadu,2002,2, Electronic Components,990,1372,30746741,38702887
Tamil Nadu,2002,3, Cultural Property including Antiques,151,200,21465574,28393964
Tamil Nadu,2002,4,Motor Vehicles,3239,3505,11292184,13315770
Tamil Nadu,2002,5, Fire Arms/Explosive Substances,6410,9354,212700318,275242032
Tamil Nadu,2002,6, Other Property,11707,16686,360059916,747394124
Tamil Nadu,2002,7, Robbery,15983,19424,247266738,322050445
Tamil Nadu,2003,1,Cattle,478,492,3669300,3829358
Tamil Nadu,2003,2, Electronic Components,1096,1419,37598106,44691108
Tamil Nadu,2003,3, Cultural Property including Antiques,90,98,17864120,18493830
Tamil Nadu,2003,4,Motor Vehicles,2800,2986,8444615,9355210
Tamil Nadu,2003,5, Fire Arms/Explosive Substances,6424,9162,209001860,252729050
Tamil Nadu,2003,6, Other Property,11358,14874,255535120,424115544
Tamil Nadu,2003,7, Robbery,15644,18822,292198509,353126591
Tamil Nadu,2004,1,Cattle,521,531,4540500,4658850
Tamil Nadu,2004,2, Electronic Components,928,1107,27159173,30831478
Tamil Nadu,2004,3, Cultural Property including Antiques,211,232,22800715,24994153
Tamil Nadu,2004,4,Motor Vehicles,3099,3196,25778747,26928700
Tamil Nadu,2004,5, Fire Arms/Explosive Substances,5734,8010,190155016,221852532
Tamil Nadu,2004,6, Other Property,11279,13854,229586578,412211285
Tamil Nadu,2004,7, Robbery,15745,18066,266890333,306503999
Tamil Nadu,2004,8, Criminal Breach of Trust,69,200,6564785,115277990
Tamil Nadu,2005,1,Cattle,418,430,3898240,4075120
Tamil Nadu,2005,2, Electronic Components,596,788,25955132,30613097
Tamil Nadu,2005,3, Cultural Property including Antiques,211,382,27461097,29735240
Tamil Nadu,2005,4,Motor Vehicles,3035,3120,11359784,12356118
Tamil Nadu,2005,5, Fire Arms/Explosive Substances,5248,7166,190854770,221601186
Tamil Nadu,2005,6, Other Property,10669,12598,199339767,307466786
Tamil Nadu,2005,7, Robbery,14544,16361,249490381,291647277
Tamil Nadu,2005,8, Criminal Breach of Trust,60,179,6699640,40501409
Tamil Nadu,2006,1,Cattle,283,289,2678200,2874550
Tamil Nadu,2006,2, Electronic Components,749,844,35829912,40009903
Tamil Nadu,2006,3, Cultural Property including Antiques,88,93,31265983,32155983
Tamil Nadu,2006,4,Motor Vehicles,2270,2345,11342243,13224189
Tamil Nadu,2006,5, Fire Arms/Explosive Substances,5160,5976,215778268,236457866
Tamil Nadu,2006,6, Other Property,9965,11611,227815109,347508869
Tamil Nadu,2006,7, Robbery,13151,14196,268951019,302637278
Tamil Nadu,2006,8, Criminal Breach of Trust,43,131,5829862,55595961
Tamil Nadu,2007,1,Cattle,288,297,3219300,3358300
Tamil Nadu,2007,2, Electronic Components,947,1073,41951308,47757632
Tamil Nadu,2007,3, Cultural Property including Antiques,208,243,59493470,61504500
Tamil Nadu,2007,4,Motor Vehicles,1906,2001,12726547,15773217
Tamil Nadu,2007,5, Fire Arms/Explosive Substances,5008,5776,311183726,336876912
Tamil Nadu,2007,6, Other Property,9892,11818,343044723,511245901
Tamil Nadu,2007,7, Robbery,12554,13800,377938505,424193136
Tamil Nadu,2007,8, Criminal Breach of Trust,118,256,8750943,94743212
Tamil Nadu,2008,1,Cattle,297,317,2968050,3174100
Tamil Nadu,2008,2, Electronic Components,969,1165,49204462,60109795
Tamil Nadu,2008,3, Cultural Property including Antiques,198,225,48705709,54564939
Tamil Nadu,2008,4,Motor Vehicles,2197,2395,14956187,16643756
Tamil Nadu,2008,5, Fire Arms/Explosive Substances,5772,7456,323292298,391603026
Tamil Nadu,2008,6, Other Property,10104,12618,312790014,460069518
Tamil Nadu,2008,7, Robbery,13588,15781,393987667,478302536
Tamil Nadu,2008,8, Criminal Breach of Trust,75,183,12312213,43763705
Tamil Nadu,2009,1,Cattle,386,431,4466200,5211300
Tamil Nadu,2009,2, Electronic Components,613,808,52265192,61301637
Tamil Nadu,2009,3, Cultural Property including Antiques,115,139,48072936,51616270
Tamil Nadu,2009,4,Motor Vehicles,1744,1978,17929881,23761125
Tamil Nadu,2009,5, Fire Arms/Explosive Substances,7604,10394,333014050,393289108
Tamil Nadu,2009,6, Other Property,10336,13380,420781191,695898300
Tamil Nadu,2009,7, Robbery,13811,16952,449511125,571536464
Tamil Nadu,2009,8, Criminal Breach of Trust,68,205,25609109,99223177
Tamil Nadu,2010,1,Cattle,347,387,4526955,5192634
Tamil Nadu,2010,2, Electronic Components,533,761,55214575,72497050
Tamil Nadu,2010,3, Cultural Property including Antiques,122,149,42118931,45263294
Tamil Nadu,2010,4,Motor Vehicles,1383,1646,14006004,18056605
Tamil Nadu,2010,5, Fire Arms/Explosive Substances,7074,10410,320132478,406131310
Tamil Nadu,2010,6, Other Property,10646,13928,506437077,1115255389
Tamil Nadu,2010,7, Robbery,12984,16485,497768897,661920490
Tamil Nadu,2010,8, Criminal Breach of Trust,49,156,10621862,375413547
Tripura,2001,1,Cattle,5,16,40000,280500
Tripura,2001,2, Electronic Components,2,8,12150,914822
Tripura,2001,3, Cultural Property including Antiques,0,0,0,0
Tripura,2001,4,Motor Vehicles,1,5,1600,60600
Tripura,2001,5, Fire Arms/Explosive Substances,6,20,210000,1040000
Tripura,2001,6, Other Property,123,569,600420,14300678
Tripura,2001,7, Robbery,81,348,317970,7443634
Tripura,2002,1,Cattle,3,5,15000,379000
Tripura,2002,2, Electronic Components,1,5,40000,65500
Tripura,2002,3, Cultural Property including Antiques,0,1,0,445000
Tripura,2002,4,Motor Vehicles,4,12,89678,888326
Tripura,2002,5, Fire Arms/Explosive Substances,128,146,1177600,4850000
Tripura,2002,6, Other Property,54,585,1052000,31542059
Tripura,2002,7, Robbery,82,355,864959,21644418
Tripura,2003,1,Cattle,8,14,49000,140500
Tripura,2003,2, Electronic Components,1,4,3700,72500
Tripura,2003,3, Cultural Property including Antiques,0,0,0,0
Tripura,2003,4,Motor Vehicles,11,26,2286230,5989856
Tripura,2003,5, Fire Arms/Explosive Substances,14,106,750012,8699856
Tripura,2003,6, Other Property,85,505,300506,4679207
Tripura,2003,7, Robbery,85,381,2673155,11358536
Tripura,2004,1,Cattle,3,9,25000,86000
Tripura,2004,2, Electronic Components,5,10,900500,905700
Tripura,2004,3, Cultural Property including Antiques,2,4,375000,850000
Tripura,2004,4,Motor Vehicles,4,10,4655285,5829856
Tripura,2004,5, Fire Arms/Explosive Substances,36,72,3410000,5950000
Tripura,2004,6, Other Property,72,577,283650,7966772
Tripura,2004,7, Robbery,54,333,5287870,9199003
Tripura,2004,8, Criminal Breach of Trust,0,17,0,1674920
Tripura,2005,1,Cattle,4,6,23000,35000
Tripura,2005,2, Electronic Components,3,15,10000,608500
Tripura,2005,3, Cultural Property including Antiques,2,2,1600000,1600000
Tripura,2005,4,Motor Vehicles,7,11,1518245,2033900
Tripura,2005,5, Fire Arms/Explosive Substances,16,110,3672000,8002000
Tripura,2005,6, Other Property,86,584,1542350,18347128
Tripura,2005,7, Robbery,74,408,3603730,9831911
Tripura,2005,8, Criminal Breach of Trust,1,32,20000,9035425
Tripura,2006,1,Cattle,5,23,8000,59000
Tripura,2006,2, Electronic Components,5,43,1177750,7566350
Tripura,2006,3, Cultural Property including Antiques,1,1,100000,100000
Tripura,2006,4,Motor Vehicles,2,13,3900,298455
Tripura,2006,5, Fire Arms/Explosive Substances,14,56,2760000,16540000
Tripura,2006,6, Other Property,268,1015,5829767,24339794
Tripura,2006,7, Robbery,53,481,2887009,13896782
Tripura,2006,8, Criminal Breach of Trust,4,23,372206,3520240
Tripura,2007,1,Cattle,14,32,158500,275000
Tripura,2007,2, Electronic Components,4,27,9015,707982
Tripura,2007,3, Cultural Property including Antiques,2,2,1700000,1700000
Tripura,2007,4,Motor Vehicles,11,26,17300,241728
Tripura,2007,5, Fire Arms/Explosive Substances,30,110,4340000,6770000
Tripura,2007,6, Other Property,91,626,2663510,48037849
Tripura,2007,7, Robbery,80,489,2551200,33895837
Tripura,2007,8, Criminal Breach of Trust,11,42,75000,9839599
Tripura,2008,1,Cattle,14,24,129000,189900
Tripura,2008,2, Electronic Components,18,78,734772,1184011
Tripura,2008,3, Cultural Property including Antiques,8,8,1280000,1280000
Tripura,2008,4,Motor Vehicles,8,49,28800,382400
Tripura,2008,5, Fire Arms/Explosive Substances,50,130,5000000,8416000
Tripura,2008,6, Other Property,250,724,367563,45083741
Tripura,2008,7, Robbery,221,607,2649810,21847573
Tripura,2008,8, Criminal Breach of Trust,9,42,70300,17060133
Tripura,2009,1,Cattle,15,27,118000,222000
Tripura,2009,2, Electronic Components,13,76,617517,1210359
Tripura,2009,3, Cultural Property including Antiques,4,4,930000,930000
Tripura,2009,4,Motor Vehicles,20,40,107286,255200
Tripura,2009,5, Fire Arms/Explosive Substances,58,142,6814000,35092000
Tripura,2009,6, Other Property,170,661,3584112,37553046
Tripura,2009,7, Robbery,136,499,5099490,30727939
Tripura,2009,8, Criminal Breach of Trust,46,52,28000,17838570
Tripura,2010,1,Cattle,13,26,286000,625000
Tripura,2010,2, Electronic Components,17,67,402600,465225
Tripura,2010,3, Cultural Property including Antiques,2,3,335000,1085000
Tripura,2010,4,Motor Vehicles,32,60,155850,597850
Tripura,2010,5, Fire Arms/Explosive Substances,44,90,3230000,15333000
Tripura,2010,6, Other Property,118,811,3581852,27063279
Tripura,2010,7, Robbery,107,489,3410060,13846797
Tripura,2010,8, Criminal Breach of Trust,39,44,1205162,10908627
Uttar Pradesh,2001,1,Cattle,571,1083,7229540,13432465
Uttar Pradesh,2001,2, Electronic Components,981,3675,53225302,165115079
Uttar Pradesh,2001,3, Cultural Property including Antiques,84,179,22898650,34476550
Uttar Pradesh,2001,4,Motor Vehicles,535,1631,5758876,10075488
Uttar Pradesh,2001,5, Fire Arms/Explosive Substances,2354,11580,162207902,425982472
Uttar Pradesh,2001,6, Other Property,7079,27088,771071374,1266351747
Uttar Pradesh,2001,7, Robbery,7367,27776,246824108,677114418
Uttar Pradesh,2002,1,Cattle,475,731,6369736,8686255
Uttar Pradesh,2002,2, Electronic Components,1011,2942,63279166,146178447
Uttar Pradesh,2002,3, Cultural Property including Antiques,104,178,28696000,33240200
Uttar Pradesh,2002,4,Motor Vehicles,474,1067,5805405,9746604
Uttar Pradesh,2002,5, Fire Arms/Explosive Substances,2956,11378,220153662,414106366
Uttar Pradesh,2002,6, Other Property,6208,19597,484176046,564536873
Uttar Pradesh,2002,7, Robbery,6975,21888,301585639,584649539
Uttar Pradesh,2003,1,Cattle,251,360,3943500,4938600
Uttar Pradesh,2003,2, Electronic Components,691,1998,63139758,125635511
Uttar Pradesh,2003,3, Cultural Property including Antiques,100,182,36729500,47768050
Uttar Pradesh,2003,4,Motor Vehicles,269,515,12263965,14491875
Uttar Pradesh,2003,5, Fire Arms/Explosive Substances,2812,9440,234121518,424319746
Uttar Pradesh,2003,6, Other Property,4443,11933,417164958,612289650
Uttar Pradesh,2003,7, Robbery,5217,14589,292043168,520310626
Uttar Pradesh,2004,1,Cattle,382,596,6258300,8772900
Uttar Pradesh,2004,2, Electronic Components,689,2933,57024473,153689128
Uttar Pradesh,2004,3, Cultural Property including Antiques,95,210,24855500,31582000
Uttar Pradesh,2004,4,Motor Vehicles,396,696,15500075,18269417
Uttar Pradesh,2004,5, Fire Arms/Explosive Substances,3506,16904,233166922,513484024
Uttar Pradesh,2004,6, Other Property,6236,16344,493706880,785710109
Uttar Pradesh,2004,7, Robbery,6795,21382,363825523,748428532
Uttar Pradesh,2004,8, Criminal Breach of Trust,78,172,55244612,55810058
Uttar Pradesh,2005,1,Cattle,330,494,5924200,8160300
Uttar Pradesh,2005,2, Electronic Components,634,2369,61820857,151614198
Uttar Pradesh,2005,3, Cultural Property including Antiques,106,247,28030000,42646008
Uttar Pradesh,2005,4,Motor Vehicles,345,618,16898290,19498370
Uttar Pradesh,2005,5, Fire Arms/Explosive Substances,3408,15238,228204920,513465862
Uttar Pradesh,2005,6, Other Property,5669,14419,534663125,710547005
Uttar Pradesh,2005,7, Robbery,6425,19394,308045625,707713506
Uttar Pradesh,2005,8, Criminal Breach of Trust,142,356,18480285,32977266
Uttar Pradesh,2006,1,Cattle,328,477,5325100,7694900
Uttar Pradesh,2006,2, Electronic Components,737,2239,58191300,166359905
Uttar Pradesh,2006,3, Cultural Property including Antiques,134,320,44886500,57481100
Uttar Pradesh,2006,4,Motor Vehicles,285,542,2216261,5895461
Uttar Pradesh,2006,5, Fire Arms/Explosive Substances,4258,16698,279073930,638023400
Uttar Pradesh,2006,6, Other Property,5407,14060,1304799673,801489710
Uttar Pradesh,2006,7, Robbery,6606,19337,397466618,755575615
Uttar Pradesh,2006,8, Criminal Breach of Trust,284,599,22854450,32401924
Uttar Pradesh,2007,1,Cattle,334,509,6037500,8621500
Uttar Pradesh,2007,2, Electronic Components,578,2012,58015662,172389711
Uttar Pradesh,2007,3, Cultural Property including Antiques,170,448,60113900,89787000
Uttar Pradesh,2007,4,Motor Vehicles,353,851,297715650,306283734
Uttar Pradesh,2007,5, Fire Arms/Explosive Substances,4356,18970,300533200,700979422
Uttar Pradesh,2007,6, Other Property,6516,16015,316589808,604580376
Uttar Pradesh,2007,7, Robbery,6629,20867,609549393,1028623484
Uttar Pradesh,2007,8, Criminal Breach of Trust,900,1566,40964993,79013060
Uttar Pradesh,2008,1,Cattle,427,696,10036300,13669900
Uttar Pradesh,2008,2, Electronic Components,476,1860,47509334,134900293
Uttar Pradesh,2008,3, Cultural Property including Antiques,156,407,51673000,84878210
Uttar Pradesh,2008,4,Motor Vehicles,320,848,373440225,379004251
Uttar Pradesh,2008,5, Fire Arms/Explosive Substances,4382,20742,277208346,668783296
Uttar Pradesh,2008,6, Other Property,7016,17325,664629891,1114074723
Uttar Pradesh,2008,7, Robbery,7318,22877,778142320,1216637172
Uttar Pradesh,2008,8, Criminal Breach of Trust,1095,2008,60772740,170207541
Uttar Pradesh,2009,1,Cattle,473,818,11587600,18467935
Uttar Pradesh,2009,2, Electronic Components,369,2852,63669647,251414250
Uttar Pradesh,2009,3, Cultural Property including Antiques,151,479,56649534,92721534
Uttar Pradesh,2009,4,Motor Vehicles,234,669,3167500,6797890
Uttar Pradesh,2009,5, Fire Arms/Explosive Substances,4378,28756,327067696,1007334296
Uttar Pradesh,2009,6, Other Property,5838,16466,347222449,731983122
Uttar Pradesh,2009,7, Robbery,6830,26761,405790364,1010066860
Uttar Pradesh,2009,8, Criminal Breach of Trust,493,1176,21525323,48400340
Uttar Pradesh,2010,1,Cattle,457,750,14040600,21915300
Uttar Pradesh,2010,2, Electronic Components,426,3178,64255484,240739969
Uttar Pradesh,2010,3, Cultural Property including Antiques,140,491,57892632,96893309
Uttar Pradesh,2010,4,Motor Vehicles,232,608,3478165,10518024
Uttar Pradesh,2010,5, Fire Arms/Explosive Substances,4868,33410,356334864,1034672538
Uttar Pradesh,2010,6, Other Property,6417,17340,420984595,940441860
Uttar Pradesh,2010,7, Robbery,7201,29664,428195121,1094063385
Uttar Pradesh,2010,8, Criminal Breach of Trust,293,864,39895913,65056558
Uttarakhand,2001,1,Cattle,19,33,261500,427900
Uttarakhand,2001,2, Electronic Components,41,154,4615300,9450468
Uttarakhand,2001,3, Cultural Property including Antiques,4,6,1445000,1644000
Uttarakhand,2001,4,Motor Vehicles,15,45,42620,141126
Uttarakhand,2001,5, Fire Arms/Explosive Substances,190,748,14161600,28957400
Uttarakhand,2001,6, Other Property,410,1872,8383184,68960350
Uttarakhand,2001,7, Robbery,469,1642,14823411,39070603
Uttarakhand,2002,1,Cattle,23,32,304500,418500
Uttarakhand,2002,2, Electronic Components,44,145,3318610,10951294
Uttarakhand,2002,3, Cultural Property including Antiques,1,2,100000,140000
Uttarakhand,2002,4,Motor Vehicles,24,43,436650,829050
Uttarakhand,2002,5, Fire Arms/Explosive Substances,196,704,10150854,29428054
Uttarakhand,2002,6, Other Property,467,1464,10361121,35050704
Uttarakhand,2002,7, Robbery,510,1443,12784602,37219877
Uttarakhand,2003,1,Cattle,11,23,168000,317400
Uttarakhand,2003,2, Electronic Components,53,118,4101490,8268657
Uttarakhand,2003,3, Cultural Property including Antiques,5,20,1100000,1366000
Uttarakhand,2003,4,Motor Vehicles,21,41,217950,1303650
Uttarakhand,2003,5, Fire Arms/Explosive Substances,244,738,13849200,28716458
Uttarakhand,2003,6, Other Property,499,1477,8952012,34817377
Uttarakhand,2003,7, Robbery,550,1435,13436064,39822461
